Name,Terrain,Type,Host Feature,Latitude,Longitude_180,Longitude_360,Funnel Max Diam,Funnel Min Diam,Inner Max Diam,Inner Min Diam,Azimuth,Depth,Depth_Num,Depth1,Depth2,Depth3,Image 1,Image 1 Line,Image 1 Sample,Inc 1,Em 1,Time 1,Res 1,Image 2,Inc 2,Em 2,Time 2,Res 2,Image 3,Inc 3,Em 3,Time 3,Res 3,Stereo IDs,DTM,Other Useful Images,Warnings,Description,Entrance Ramp?,Overhangs?,Nearby Pits?,Nearby Fractures?,Nearby Depressions?,In Dome?,Beside Dome?,In Depression?,Colinear Pits?,Colinear depressions?,Colinear Fractures?
Stefan L 1,Impact Melt,Uncertain,Stefan L,44.537,-107.9698,252.0302,41,39,16,N/A,30,13,13,4.1,19.4,7,M1099544198L,34806,3457,-54.35,1.24,14.16,1.68,M158307753L,50.34,-1.02,10.07,0.51,M1189042601L,-69.35,0.77,15.91,1.4,"M153592303L,M153585515L",,,"Depth 1 is from lowest boulder to north wall.  Depth 2 is from top of southern funnel to part-way down the north wall, Depth 3 is from west wall to similar location.","Semicircular pit/cliff.  North wall is a smooth slope, south half is a series of large (~8m) boulders descending towards the north.  No clear floor or vertical walls other than the boulders.  May not actually qualify as a pit, but it's definitely some sort of collapse.  Is on the north side of a small rise, but no other collapse/depression features in the area.",Y,?,N,N,N,Y,Y,N,N,N,N
Stefan L 2,Impact Melt,,Stefan L,44.4982,-108.1656,251.8344,30,28,20,19,80,10,10,8.7,10.5,10.1,M158307753R,25565,4981,50.39,3.83,10.06,0.51,M1132531922L,-46.3,1.75,12.47,1.58,M1099544198L,-54.23,2.84,14.15,1.68,"M158314541R,M158307753R",,,,"Roughly square pit.  No collapsed walls, but floor is slightly rounded up at least at the NE corner. Some 3-7m bounders in the NW corner.  Nearby terrain is somewhat lumpy, but no obvious depressions r collapses.",N,?,N,N,Y,N?,N,N,N,N,N
Stevinus 1,Impact Melt,,Stevinus,-32.4259,54.6378,54.6378,69,39,60,33,135,16,16,12.4,20,15.9,M1105574923R,21668,3248,0,0,0,0,M124212055L,-34.04,0.66,12.2,0.43,M1098502551R,-54.55,-2.11,15.19,0.81,"M1105574923R,M1105567778R",,,,"Elliptical pit.  The floor slopes down from west to east, coming within a couple meters of the rim at the west end.  There are a few clusters of 1-5m boulders on the floor.  May be in a very subtle rise.  No other collapses or depressions in the area.",N,?,N,N,N?,Y,Y,N,N,N?,N
Stevinus 2,Impact Melt,,Stevinus,-32.4828,54.5722,54.5722,22,18,9,4,15,>7,7,>5.9,>6.2,>8.1,M124212055L,41146,397,-34.09,2.95,12.2,0.43,M1116158959L,-37.55,2.57,13.12,0.6,M1103217633L,31.7,-2.82,11.61,0.8,"M1105567778R,M1151494998L",,,"Stereo is accidental, and may not be useful for anything other than manual viewing.","Very narrow pit in a subtle N-S trending depression, with the long axis of the pit oriented along the depression.  No floor visible.  No other collapses in the area.",N,?,N,N,Y,Y,N,N,N,N,N
Stevinus 3,Impact Melt,,Stevinus,-32.8592,54.0796,54.0796,56,45,15,6,40,9,9,9,>6.8,>8.3,M170213482R,45861,3955,-35,-2,13.11,0.56,M111240262R,38.64,0.86,10.39,0.61,M1190372454L,-55.43,1.47,15.26,0.64,N/A,,,Depth 2 is from lowest point on sharp rim to SW wall (sun is pointing directly down the NE slope); Depth 3 is from mid-way down the funnel to the upper part of the NW slope.,"Rectangular pit with an extremely pronounced funnel.  NE wall is an even (albeit rocky) slope from rim of funnel to SW wall.  There are some weird features ~200m to the SE that look like wide flat (pancake-shaped) PRFs, although there is no stereo data to confirm that impression.",Y,?,N,N,N,N?,Y?,Y,N,N,N
Stevinus 4,Impact Melt,,Stevinus,-32.7245,54.1735,54.1735,15,15,11,10,30,8,8,8.2,7,,M111240262L,32771,2921,38.48,-1.48,10.4,0.61,M157234690R,38.12,1.66,10.8,0.39,,,,,,"M174929871R,M174923123R",,,"Depths may be from top of funnel, not inner rim.","Semicircular pit, no slopes leading into it, no nearby features.",N,?,N,N,N,N,N,N,N,N,N
Stevinus 5,Impact Melt,,Stevinus,-32.4519,54.6746,54.6746,18,17,6,6,0,6,6,7.5,4.1,>2.8,M1164469403R,52107,1266,31.65,0.44,11.76,0.84,M124212055R,-34.07,-0.65,12.21,0.43,M1146783545R,-38.04,-1.47,13.21,0.6,"M1105574923R,M1105567778R",,,"Depth 1 may be from funnel, not rim; Depth 2 is at very high Sun; Depth 3 is from low point on NW wall.  No good lighting for shadow measurements of this pit. No long axis.","Small hourglass-shaped pit with pronounced funnel and probably rounded floor.  NW wall has a large projecting section that appears lower than most of the rest of the rim.  South side of funnel is deeper than the rest, but probably still has a couple meters of vertical wall.  45 degree slewed image shows a shadow where a lit wall would be expected if there were no overhang, so there may be an overhang, deeper section, or hard-to-identify boulder on the eastern side.  No nearby features of note.",N?,Y?,N,N,N,Y,Y?,N,N,N,N
Stevinus 6,Impact Melt,,Stevinus,-32.3828,54.6579,54.6579,13,8,7,4,45,7,7,7.5,7.4,6.7,M1164469403R,49735,1643,31.58,0.66,11.76,0.84,M124212055R,-34,-0.09,12.21,0.42,M154873550L,-35.05,2.47,12.63,0.41,"M1105574923R,M1105567778R",,,,"Small irregular pit.  No floor visible, significant funnel.  No features of note other than some subtle PRFs in the area.",N,?,N,N,N,N,N,N,N,N,N
Stevinus 7,Impact Melt,,Stevinus,-32.3554,54.7126,54.7126,14,12,7,4,103,>7,7,>6.3,>7.8,>5.4,M124212055R,48072,3913,-33.97,-1.96,12.21,0.43,M1164469403L,31.55,-0.38,11.77,0.84,M154873550L,-35.04,0.48,12.63,0.41,"M1105574923R,M1105567778R",,,,"Elliptical pit, with a comparably-sized elliptical depression running at right-angles NW from the SW end.  This second depression appears to have a 1-2m rounded(?) rim, and slopes down into the main pit, but may not get near the floor.  It is unclear if the floor of the main pit is visible in any images, though the very tip of a boulder may be slightly illuminated ~2m down in M154873550L.  No nearby features of note.",Y,?,N,N,N,N,N,N,N,N,N
Stevinus 8,Impact Melt,,Stevinus,-32.3088,54.6614,54.6614,10,8,5,4,130,>6,6,>6,>5.7,>5.4,M124212055R,50629,809,-33.92,-0.2,12.21,0.42,M1164469403R,31.5,0.48,11.76,0.84,M154873550L,-34.98,2.36,12.63,0.41,"M1105574923R,M1105567778R",,,,"Small elliptical pit at the NE base of a NW-SE trending ridge/PRF.  There is a ~2m wide dark spot with funnel, probably a tiny pit, 4m to the SE.  The east wall is a slope that vanishes into shadow before any rim is visible.",Y?,?,N,N,N,N,Y?,N,N,N,N
Stevinus 9a,Impact Melt,,Stevinus,-32.9401,54.7446,54.7446,22,13,7,7,145,6,6,5.2,6.5,5.6,M154873550R,8508,2545,-35.61,-1.13,12.63,0.4,M185518687L,-36.78,2.65,12.9,0.64,M1177392814L,-38.04,0.55,13.16,0.64,"M1105574923R,M1105567778R",,,"Numbers not in parentheses are measured to lit floor/south wall slope, numbers in parentheses are measured through east-side shadow to SE rim.","Round pit with vertical walls and flat floor.  There is a much deeper section on the E side of the floor (Stevinus 9b).  The S wall may have a slope from the rim to the Stevinus 9a section of the pit.  Stevinus 10 is ~200m west, otherwise no nearby features of note.",Y?,?,Y,N,N,N,N,N,N,N,N
Stevinus 9b,Impact Melt,,Stevinus,-32.9401,54.7446,54.7446,N/A,N/A,6,4,155,>9,9,>9.3,>9.3,>8.8,M154873550R,8508,2549,-35.61,-1.13,12.63,0.4,M185518687L,-36.78,2.65,12.9,0.64,M1177392814L,-38.04,0.55,13.16,0.64,"M1105574923R,M1105567778R",,,,"Deeper inner pit on E side of Stevinus 9a's floor.  Depths are measured from Stevinus 9a's rim, not its floor.",N,?,Y,N,N,N,N,N,N,N,N
Stevinus 10,Impact Melt,,Stevinus,-32.9383,54.7378,54.7378,16,10,7,5,130,5,5,4.9,5.8,5.5,M154873550R,8602,2066,-35.6,-0.88,12.63,0.4,M185518687L,-36.78,2.81,12.9,0.64,M1177392814L,-38.04,0.71,13.16,0.64,"M1105574923R,M1105567778R",,,,"Elliptical pit, 200m from Stevinus 9, with long axis of ellipse oriented generally towards Stevinus 9.  Floor slopes from within a meter or two of the rim on the west to its lowest point on the east.  NW wall is a continuous slope from funnel to floor.",Y,?,Y,N,N,N,N,N,N,N,N
Stevinus 11,Impact Melt,,Stevinus,-32.3302,54.7743,54.7743,15,14,6,4,30,>6,6,>5.8,>6.1,>5.7,M154873550R,41965,3606,-35.03,-1.78,12.63,0.41,M185518687L,-36.23,2.45,12.91,0.65,M185518687L,-36.23,2.45,12.91,0.65,"M1105574923L,M1105567778L",,,,"Irregular pit with very pronounced funnel and somewhat complicated SE wall.  There is no clear floor visible, although there is some sort of arc of material sticking in from the SE wall (see M154873550R) (maybe a sloping E wall with some coincidentally-positioned shadows?).  No nearby features of note.",Y?,?,N,N,N,N?,N,N,N,N,N
Stevinus 12,Impact Melt,,Stevinus,-32.3174,54.746,54.746,30,24,24,18,100,7,7,5.7,6.1,8,M154873550R,42605,1796,-35.01,-0.73,12.63,0.41,M1177392814L,-37.5,1.51,13.16,0.65,M113596581L,57.47,-2.35,8.57,0.59,"M1105574923L,M1105567778L",,,"Depths 1 and 2 are from  western rim, Depth 3 is from eastern funnel.",Elliptical pit with smooth flat floor.  There are 3 4m boulders next to the S wall.  No overhang exists to the east- wall is continuous to floor.  Pit is at the intersection of a couple of subtle linear depressions (or maybe lies between ~4 PRFs).,N,N?,N,N,N,N?,N,N,N,N,N
Stevinus 13,Impact Melt,,Stevinus,-32.449,54.6446,54.6446,8,7,4,4,0,4,4,3.8,>4.2,>4.1,M124212055L,43036,4725,-34.06,0.41,12.21,0.43,M1164469403R,31.65,0.98,11.76,0.84,M154873550L,-35.11,2.91,12.63,0.41,"M1105574923R,M1105567778R",,,No long axis,"Small triangular pit with pronounced funnel.  No visible floor, except possibly in M124212055L.  No features of note nearby.",N,?,N,N,N,N,N,N,N,N,N
Stevinus 14a,Impact Melt,,Stevinus,-32.1634,54.7124,54.7124,20,16,14,12,115,14,14,13.1,13.8,13.9,M154873550L,51114,4352,-34.86,0.63,12.63,0.41,M1116158959R,-37.32,-0.6,13.13,0.6,M1164469403L,31.36,-0.61,11.77,0.84,"M1105574923R,M1105567778R",,,,"Irregular squarish pit, northern of a pair (Stevinus 14b is ~20m south). NW wall has a spur/shelf protruding in by about 7m, 3 meters below the rim.  45 degree slewed image cannot determine if there is any overhang, because the applicable region is in deep shadow due to the depth of the pit.  There is a ~2m dark spot that might be either a pit or a cliff ~30m east.  No other depressions in the area.",N,?,Y,N,Y,Y?,N,N,N,N,N
Stevinus 14b,Impact Melt,,Stevinus,-32.1643,54.7118,54.7118,12,9,9,7,65,5,5,5,5.3,4.9,M154873550L,51069,4311,-34.86,0.65,12.63,0.41,M1116158959R,-37.32,-0.59,13.13,0.6,M1164469403L,31.36,-0.6,11.77,0.84,"M1105574923R,M1105567778R",,,,"Shallow elliptical pit ~20m S of Stevinus 14a.  E wall seems to be a slope from rim to floor, floor is very rough/bouldery.",Y,?,Y,N,Y,Y?,N,N,N,N,N
Stevinus 15,Impact Melt,,Stevinus,-32.3568,54.9433,54.9433,42,34,18,11,40,10,10,9.2,10.2,>8,M185518687R,37546,3128,-36.31,-1.52,12.92,0.65,M170206690L,-34.52,1.67,13.11,0.57,M128929066L,58.23,-2.32,8.63,0.42,"M1218619638R,M1218612603L",,,,"Rectangular/irregular pit in an extremely (relatively) large funnel.  There's a narrowing about 2/3rds of the way to the NE wall, and the floor slopes up in that direction to a very short vertical wall most of the way up the funnel that prevents true traversability.  No features of note nearby.",N?,?,N,N,N,N,Y?,N,N,N,N
Stevinus 16,Impact Melt,,Stevinus,-32.1817,54.5943,54.5943,28,23,17,13,115,11,11,9.1,11.1,12.9,M1149138828R,6282,1410,34.55,0.52,11.33,0.62,M1116158959L,-37.29,2.37,13.12,0.6,M1131495601R,-37.84,-2.29,13.57,0.79,"M1105574923R,M1105567778R",,,,"Irregular pit.  Appears to have a flat floor.  No other collapses in the area, no PRFs, no suspicious depressions.",N,?,N,N,N,N,N,N,N,N,N
Stevinus 17,Impact Melt,,Stevinus,-32.3695,53.6121,53.6121,18,14,5,4,30,7,7,7,>6.3,>5.1,M1177399921L,28911,1757,-37.49,2.17,13.15,0.65,M113603383R,57.63,0.73,8.56,0.59,M1138568830R,64.47,1.16,8.06,0.77,N/A,,,"Depths 2 and 3 are from funnel to funnel, not rim.","Squarish pit, SE wall appears to be a ramp from rim to interior.  No floor visible.  No other collapses in area, no obvious PRFs.",Y,?,N,N,N?,N,N,N,N,N?,N
Stevinus 18,Impact Melt,,Stevinus,-32.1226,54.8746,54.8746,21,13,9,9,140,6,6,5.9,6.9,5.8,M1133848318R,51737,3594,31.2,1.82,11.75,0.79,M185518687L,-36.07,0.28,12.91,0.65,M1162113981R,-37.95,-2,13.58,0.84,"M1105574923L,M1105567778L",,M128929066R,,"Irregular pit.  South wall might be a ramp from rim to floor.  There's a small collapse ~90m ENE (~4x3x2m), and a tiny collapse-looking dark spot 18m SE.  There appears to be a linear depression running ESE from the pit, and a subtle ridge running WNW from it.",N?,?,N,N,Y,N,N,N,N,N,N
Stevinus 19,Impact Melt,,Stevinus,-32.9337,53.7983,53.7983,25,14,16,6,120,>13,13,>10,>6.7,>12.8,M185525835R,12086,2731,-36.79,-1.29,12.91,0.64,M144274383R,51.89,0.25,9.09,0.58,M1113807800L,-54.58,1.43,15,0.6,N/A,,M1157415551L,"Depth 3 is from top of funnel, and runs the full length of the pit.","Linear pit, running WNW-ESE, with a wider section near the W end.  No floor visible.  There's a chain of ~30m wide bowl-shaped collapses running ESE from a point ~175m S of this pit.  No other collapses in the area, but there are PRFs ~30m SE and ~120m E.",N,?,N,N,Y,N,N,N,N,N,N
Stevinus 22,Impact Melt,,Stevinus,-32.9349,53.9595,53.9595,44,41,38,35,40,9,9,7.1,10.1,>8.6,M170213482L,49558,3306,-35.01,1.25,13.1,0.57,M104162457L,-61.93,1.43,15.75,0.85,M1142076438L,-78.05,2.99,16.99,0.88,"M1157415551R,M1142076438L",,,"Depth 2 is from funnel to center of floor. Long axis is ~perpendicular to obvious depression trend. Stereo is accidental, and may not be useful for anything other than manual viewing.","Wide shallow pit.  Floor is bowl-shaped.  SW corner of floor almost reaches rim, but not quite. There is a 20x15m collapse, ~4m deep, 180m to the E, which only has N and S walls- the E and W are slopes from surroundings to floor.  There are a couple of other depressions in line with these two pits, although they could be degraded impact craters.  The eastern collapse is at the S foot of a PRF, but Stevinus 22 is not adjacent to that PRF, though it is in a possible valley between two PRFs.",N?,?,N?,N,Y,N,N,Y?,N,N,N
Stevinus 23,Impact Melt,,Stevinus,-32.9642,54.0249,54.0249,14,14,7,4,30,>8,8,>7.3,>8.1,,M170213482R,51335,1350,-35.06,-0.47,13.11,0.56,M111240262R,38.75,2.21,10.39,0.61,,,,,,"M1157415551R,M1157408430L",,,,"Trapezoidal pit, off-center in a circular depression (funnel? It has a rim on three sides, but I'll call it the funnel).  No floor visible.  The pit is situated within a N-S trending linear depression.  There is a suspiciously sharp rimless(?) 16m crater 15m N along the depression, but I cannot tell for sure if it was caused by impact or drainage.  There is a PRF ~125m SE.",N,?,N,N,Y,N,N,Y?,N,N,N
Stevinus 24,Impact Melt,Uncertain,Stevinus,-32.7823,54.2992,54.2992,12,12,N/A,N/A,N/A,4,4,4.4,>11,>3.5,M1136208157R,36667,4556,43.64,2.39,9.92,0.78,M1100860480L,-36.91,2.7,13.39,0.8,M180808072R,-73.63,-2.06,16.65,0.98,"M174929871L,M174923123L",,,Depths 2 and 3 are from funnel to funnel.,"Probable pit.  Appears to have vertical wall on the east side, but other sides are just funnel.  ~10m south of a 15m diameter impact crater.  No other depressions or PRFs of note in the area.",Y,?,N,N,N,N,N,N,N,N,N
Stevinus 25,Impact Melt,,Stevinus,-32.7393,54.2171,54.2171,14,13,4,4,0,6,6,6,5,>3,M157234690R,14082,513,38.12,-0.08,10.8,0.39,M111240262L,38.47,-2.56,10.4,0.61,M1190372454R,-55.49,-1.97,15.26,0.64,"M174929871R,M174923123R",,,,Round pit with an enormous funnel relative to the inner pit.  No floor is visible within the inner pit.  Might be on N edge of a very large PRF- stereo is somewhat unclear without proper calibration.  No other collapses in the area.,N,?,N,N,N,N,N,N,N,N,N
Stevinus 26,Impact Melt,,Stevinus,-32.1328,54.865,54.865,13,10,7,3,35,>9,9,>9.1,>6.8,>8.5,M1133848318R,52083,3886,31.21,2.01,11.75,0.79,M185518687L,-36.08,0.49,12.91,0.65,M1166822959R,43.21,-0.2,9.93,0.81,"M1105574923L,M1105567778L",,,,Elliptical pit in a subtle N-S-trending linear depression.  No visible floor.  There is a pair(?) of tiny spots that appear to be ~1m and ~2m-diameter pits 135m to the W.  No other obvious collapses or PRFs in the area.,N,?,Y?,N,N,N,N,N,N,N,N
Tharp 1a,Impact Melt,,Tharp,-30.6002,145.6809,145.6809,140,121,116,88,10,23,23,24.5,20,23.5,M108278624R,7072,1996,-30.63,-0.85,12.64,0.51,M125977218R,35.93,0.59,10.87,0.57,M1148548012L,31.78,-0.33,11.85,0.79,"M1181514179R,M1181507077R",,,,"Large, shallow, roughly triangular pit at the base of a PRF.  S wall is mostly a slope down from rim (in places near the top of the PRF) to the floor, but there is usually a bit of a vertical wall at the top.  There is a small pit (Near Pavlov G 1b) adjacent on the E side, close enough that there may be a bridge.  No available Sun angle confirms a connection, though.  There is another pair of much smaller and shallower collapses ~280m north.",N?,?,Y,N,Y,Y,Y,N,Y,N,N
Tharp 1b,Impact Melt,,Tharp,-30.5999,145.6841,145.6841,N/A,N/A,21,10,75,>16,16,>16.4,>15.6,>16.2,M108278624R,7041,2147,-30.63,-0.94,12.64,0.51,M125977218R,35.93,0.5,10.87,0.57,M1148548012L,31.78,-0.39,11.85,0.79,"M1181514179R,M1181507077R",,,,"Elliptical pit with no identifiable funnel adjacent to Near Pavlov G 1a.  No floor visible in any images, and cannot tell if there is a sublunarian connection between the two.",N,?,Y,N,Y,Y,N,N,Y,N,N
Tharp 2,Impact Melt,,Tharp,-30.5395,145.5548,145.5548,91,70,88,56,20,24,24,24,27.5,20.3,M1133251236L,16075,3249,-29.37,1.31,12.17,0.79,M1146193359L,-40.47,0.73,13.73,0.77,M1150904064L,42.32,-0.39,9.98,0.8,"M1168585439L,M1168578332L",,M108278624L ,,"A rectangular pit ~150m E of the crater wall.  The floor is covered in 1-18m boulders, and there are no collapsed walls. There is a very thin fracture running 50m S from the S corner of the pit, and several more thin fractures running N-S to the east of the pit.  There are a couple of large (~100m diameter) fracture-associated collapses ~120m and ~260m SE.",N,?,Y,Y,N,N,N,N,Y,N,Y
Tharp 3,Impact Melt,,Tharp,-30.5713,145.6634,145.6634,40,37,31,N/A,60,16,16,18.6,17,13.1,M108278624R,5473,1060,-30.6,-0.31,12.64,0.51,M1148548012R,31.75,0.09,11.85,0.79,M125977218R,35.91,1.05,10.87,0.57,"M1181514179R,M1181507077R",,,,"Collapse near the base of a PRF (floor is lower than non-PRF terrain). The south (upslope) wall seems to be a smooth (rocky?) slope to the bottom, N and W walls appear vertical.  No other obvious collapses in the area.",Y,?,N,N,N,Y,Y,N,N,N,N
Tharp 4,Impact Melt,,Tharp,-30.6063,145.7057,145.7057,12,12,10,8,60,9,9,8.6,9.3,7.9,M108278624R,7405,3269,-30.65,-1.59,12.65,0.51,M1148548012L,31.79,-0.83,11.85,0.79,M125977218R,35.93,-0.11,10.88,0.57,"M1181514179R,M1181507077R",,,,"Circular pit at the base of a large (~1km diameter?) PRF.  Walls appear vertical, although E side may be protruding slightly.  Several smaller (~100m diameter) mounds in the area that look like they were oozed-out piles of melt.  There is a 100-150m diameter bowl-shaped collapse ~275m to the NW.",N,?,Y,N,Y,N,Y,N,N,N,N
Tharp 5,Impact Melt,,Tharp,-30.6106,145.7199,145.7199,17,17,14,12,55,12,12,9.7,12.5,12.4,M108278624R,7626,3991,-30.65,-2.02,12.65,0.51,M1148548012L,31.79,-1.11,11.85,0.79,M125977218L,35.92,-0.47,10.88,0.57,"M1181514179R,M1181507077R",,,,"Triangular pit in a field of low, rounded domes (ooze domes?).  SE corner may be sloped off-vertical, but there's too much vertical wall to drive in.  ~100m S is a large PRF surrounded by ~50m wide, shallow collapses.  There is a 100x50m shallow collapse ~330m NE.",N,?,N?,N,Y,N,N,N,N,N,N
Tycho 2,Impact Melt,,Tycho,-42.5978,-12.1804,347.8196,18,12,13,6,15,3,3,2.7,>3.1,,M1129575693L,14162,2799,-57.44,1.54,15,0.56,M1154285311L,75.4,-1.19,7.3,1.1,,,,,,"M188320575L,M188313427L",,,Funnel measure does not include connected fracture/depression.  Depth from top of funnel is 6.4m in M1129575693L.,"Semicircular pit, possibly fracture-associated (at corner between two small fractures' trends, and there's a depression/fracture running ~20m south). There's a larger series of fractures running N-S ~120m west.  Possibly overhang visible in slewed image M188313427L, but don't have a good non-slewed comparison image.",N,Y?,Y?,Y,N,N,N,N,N,N,Y
Tycho 3,Impact Melt,,Tycho,-42.9449,-12.2143,347.7857,43,40,18,9,50,>6,6,>6.1,>6.5,,M183602781R,40111,4180,-55.19,-2.15,14.44,0.67,M1129575693L,-57.61,2.7,15,0.57,,,,,,"M1182543691R,M1182529486R",,"M188313427L, M188320575L",The only images that show the floor are part of a stereo pair.,"A curved pit with a very pronounced funnel.  The floor/wall slopes evenly down from the north rim.  Is at the top of a positive relief features, and is in line with three other collapse features ~120, ~180, and ~200m to the south.  There is a large fracture-associated pit ~50m west, on the west edge of the host PRF.",Y,?,Y,Y,Y,Y,N,N,Y,Y,Y
Tycho 5a,Impact Melt,,Tycho,-42.6199,-11.3668,348.6332,54,35,31,21,70,22,22,21.6,>23.6,,M139979870R,15209,882,-41.33,-0.22,12.36,0.5,M127008391L,50.91,-0.02,10.11,0.49,M111661378L,49.22,15.16,9.98,0.57,"M1206074763R,M1206067729R",,M111661378L,,"Southwesternmost of a ~kilometer-long chain of pits and other collapses, and the only one in the line that does not have an obviously round-bottomed or mostly-filled-in floor (no floor is visible in available images?) .  S wall may be steeply sloped, not truly vertical, or there may be a bit of floor visible in M139979870R.  At the NE end of the chain, it turns into a series of fracture-associated pits.  There is also a possible ~5m wide pit 25m east of this one, and Tycho 5e is out of the line of pits ~85m to the SE of Tycho 5a.",Y?,?,Y,N,Y,N,N,N,Y,N,N
Tycho 5b,Impact Melt,Uncertain,Tycho,-42.6179,-11.3637,348.6363,86,50,77,42,50,15,15,15.9,14.6,,M139979870R,15095,1021,-41.33,-0.29,12.36,0.5,M127008391L,50.9,-0.09,10.11,0.49,M111661378L,49.21,15.09,9.98,0.57,"M1206074763R,M1206067729R",,M111661378L,,"Second pit going NE in the chain.  Rounded floor over most of the area, but the north wall appears to be vertical, with no floor rounding visible before the floor disappears into shadow.  There is also a bit of a drop-off at the SW end.  There is a slight ridge between this pit and Tycho 5a.",Y,?,Y,N,Y,N,N,N,Y,N,N
Tycho 5c,Impact Melt,Uncertain,Tycho,-42.6152,-11.3583,348.6417,57,34,N/A,N/A,90,10,10,9.1,11.8,,M139979870R,14959,1262,-41.33,-0.43,12.36,0.5,M127008391L,50.9,-0.24,10.11,0.49,M111661378L,49.21,14.97,9.98,0.57,"M1206074763R,M1206067729R",,M111661378L,,"Third pit going NE in the chain.  Very rough/sloped walls, lots of boulders.  Not much in the way of vertical walls, but also not particularly traversable due to boulders.",N?,?,Y,N,Y,N,N,N,Y,N,N
Tycho 5d,Impact Melt,Uncertain,Tycho,-42.612,-11.3517,348.6483,88,51,62,37,60,10,10,10.8,9.8,,M139979870R,14777,1558,-41.32,-0.6,12.36,0.5,M127008391L,50.89,-0.42,10.11,0.49,M111661378L,49.2,14.82,9.98,0.57,"M1206074763R,M1206067729R",,M111661378L,,"Fourth pit going NE in the chain.  Very rounded bottom, lots of boulders.  NE and SW walls are vertical, others are slopes.  Probably not traversable.  The two pits further NE in the chain are both fracture-associated.",N?,?,Y,Y,Y,N,N,N,Y,Y,Y
Tycho 5e,Impact Melt,,Tycho,-42.6218,-11.3628,348.6372,20,19,15,14,60,5,5,5.4,5.3,,M139979870R,15321,1063,-41.33,-0.32,12.36,0.5,M127008391L,50.9,-0.12,10.11,0.49,M111661378L,49.22,15.07,9.98,0.57,"M1206074763R,M1206067729R",,M111661378L,,"Square pit, off the line of the other Tycho 5 pits (100m SE of Tycho 5a).  SW wall is a smooth slope down to where it gets hidden by the shadow from the north wall",Y,?,Y,N,Y,N,N,N,N,N,N
Tycho 6,Impact Melt,,Tycho,-42.8894,-10.6704,349.3296,30,27,20,19,120,7,7,8.6,8.4,4.3,M1131922380L,27258,3871,-44.59,0.9,13.23,0.57,M1118943218L,46.3,-0.38,10.93,0.62,M129363095L,65.79,-1.41,8.34,0.5,"M1118943218L,M1164903641L",,,"Depth 3 is from further south on the floor than Depths 1 and 2.  The floor may slope up towards the south. Stereo is accidental, and may on work for manual viewing.","Small, triangular flat-floored, vertical-walled pit.  5m fractures from E and W ends. Lots of curved depressions and little collapses around.",N,?,N?,N,Y,N?,N?,N,N,N,N
Tycho 7,Impact Melt,Fracture,Tycho,-42.8468,-11.4653,348.5347,24,21,16,12,50,>15,15,>13.7,>15.8,,M127008391R,35692,3833,51.13,2.69,10.1,0.49,M139979870L,-41.54,2.32,12.35,0.51,,,,,,"M1206074763L,M1206067729L",,,,"Round pit with a ~10m fracture running from the NE corner.  No floor visible in any image, no sign of any wall collapses. 100m of smooth ground from large set of fractures with collapses that curves W->S->E.  ~100m E is a set of three pits (Tycho 29a,b,c) in line with the fractures, but with no collapses/fractures between them, running up a PRF.",N,?,Y,Y,Y,N,N,N,N,Y,Y
Tycho 8,Impact Melt,,Tycho,-42.7882,-11.2259,348.7741,42,37,8,8,135,10,10,>10.4,13.3,7.2,M114024246R,2109,1574,65.76,0.59,8.18,0.51,M124646397R,44.34,7.19,11.89,0.51,M122291425R,-49.99,-8.48,13.75,0.52,"M1267233917R,M1267226882R",,,"No high-Sun images are non-slewed.  Depths 2 and 3 are measured looking with the Sun at a slew angle of 7-8 degrees, and so are likely too low.  Depth 1 is measured from top of funnel to above the W wall.  Depth 2 is from N wall, Depth 3 is from W wall.","Large funnel at the base of a PRF, with vertical walls on the N and W sides part-way down the funnel (there appears to be a gap between N and W walls).  Cannot tell if there is much actual ""pit"" to this feature.  There is a depression with similarly steep walls to the funnel adjacent to the SE, and a string of subtle depressions running ~100m S from there.  There is a wide, shallow collapse of some sort ~200m N.",Y?,?,N?,N,Y,Y,Y,N,N,Y,N
Tycho 9,Impact Melt,,Tycho,-42.6506,-10.4585,349.5415,77,29,58,16,100,11,11,9.1,10.6,13.3,M152945986R,52169,3170,-52.82,-1.54,14.16,0.47,M185947368L,-44.83,0.84,12.57,0.66,M157661677L,48.4,-1.39,10.5,0.46,N/A,,M1221397994R,,"Long pit, sort of shaped like a butterfly stretched horizontally.  W ""wing"" is a vertical-walled flat-floored pit, E ""wing"" is much the same, except that the E wall is a smooth slope to the floor, reaching the floor around the centerpoint of the pit.  There is a ~3m crater (and possibly two more ~2m craters) on the slope, and several 1-2m boulders on the floor.  There are several nearby fractures (closest is ~40m SW), and a semi-circular crumbling cliff starts ~50m E.  Is in line with some nearby fractures and the cliff, but is not physically connected to either.",Y,?,N?,Y,N,N,N,N,N,N,N
